index,name,score,type,stars,time,thumb,country,runtime,company,first_week_box_office,total_box_office
23,回到过去拥抱你,8.2,青春／爱情／剧情,侯明昊／彭昱畅／盖玥希,2019-07-26,https://p0.pipi.cn/mmdb/d2dad59253751bd23c339e4d708581d16ca81.jpg?imageView2/1/w/218/h/300,中国大陆 ,91,北京时代影响力影视文化有限公司(摄制),1530,1973
24,睡在我上铺的兄弟,8.2,剧情／爱情,陈晓／秦岚／杜天皓,2016-04-01,https://p0.pipi.cn/mmdb/fb73869aecd9237df571f7fd02ad4a0e6b156.jpg?imageView2/1/w/218/h/300,中国大陆 ,95,乐视影业（北京）有限公司,6883,12761
25,敢死队4：最终章,8.2,动作／冒险,杰森·斯坦森／西尔维斯特·史泰龙／50美分,2023-09-15 09:00,https://p0.pipi.cn/mmdb/fb7386dd3382ff300bbe2abf50553ffcc8519.jpg?imageView2/1/w/218/h/300,美国 ,101,美国千禧年影业公司,7958,15732
26,既然青春留不住,8.2,喜剧／爱情,张翰／陈乔恩／施予斐,2015-10-23,https://p0.pipi.cn/mmdb/d2dad592b12f2a8077b86061c48826aeac459.jpg?imageView2/1/w/218/h/300,中国大陆 ,90,杭州和润影视有限公司,2826,5011
27,东方快车谋杀案,8.2,剧情／悬疑／犯罪,肯尼思·布拉纳／刘风／约翰尼·德普,2017-11-10,https://p0.pipi.cn/mmdb/d2dad5927e10fa030c300be4fc2862a62f1a6.jpg?imageView2/1/w/218/h/300,英国 ,114,美国二十世纪影业公司,12706,23022
28,云中行走,8.2,剧情／冒险／传记,约瑟夫·高登-莱维特／本·金斯利／夏洛特·勒·邦,2016-01-22,https://p0.pipi.cn/mmdb/d2dad592b12f2ac7edaf330427ec4b9403ca5.jpg?imageView2/1/w/218/h/300,美国 ,123,美国影像转移影片公司,4458,9070
29,危城,8.2,剧情／动作／犯罪,刘青云／古天乐／彭于晏,2016-08-12,https://p0.pipi.cn/mmdb/d2dad592b12f2a7a35c696b29a002e1cc151b.jpg?imageView2/1/w/218/h/300,中国大陆 ,119,博纳影业集团股份有限公司,9111,16714
30,绝命海拔,8.2,剧情／冒险／传记,杰森·克拉克／乔什·布洛林／约翰·浩克斯,2015-11-03,https://p0.pipi.cn/mmdb/d2dad592b12f2a8077e7aa731b1ee9f68a66c.jpg?imageView2/1/w/218/h/300,英国 ,150,美国环球影片公司,7395,10202
1,密战,8.2,剧情／动作／战争,郭富城／赵丽颖／张翰,2017-11-03,https://p0.pipi.cn/mmdb/d2dad5927e10fa87a95015d80187432044186.webp?imageView2/1/w/218/h/300,中国大陆 ,100,杭州倾听名家文化创意有限公司(联合摄制),4963,7954
2,大雨,8.2,冒险／动画／奇幻,陈浩／何梓骞／杏林儿,2024-01-12 18:00,https://p0.pipi.cn/mmdb/54ecde8ddddf2a8d3302ff5d2810753b1a59e.jpg?imageView2/1/w/218/h/300,中国大陆 ,101,上海今涂影业有限公司,875,1729
3,捉迷藏,8.2,惊悚／悬疑／犯罪,霍建华／秦海璐／万茜,2016-11-04,https://p0.pipi.cn/mmdb/d2dad5927e10fad236cf3ec824c570c28fa3b.jpg?imageView2/1/w/218/h/300,中国大陆 ,104,霍尔果斯青春光线影业有限公司,3905,7139
4,霹雳娇娃,8.2,动作／冒险,克里斯汀·斯图尔特／娜奥米·斯科特／埃拉·巴林斯卡,2019-11-15,https://p0.pipi.cn/mmdb/d2dad5927e10fac7ed3ba36757d077c8187a3.jpg?imageView2/1/w/218/h/300,美国 ,119,美国哥伦比亚影片公司,5390,7595
5,引爆者,8.2,动作／犯罪,段奕宏／余男／王景春,2017-11-24,https://p0.pipi.cn/mmdb/d2dad533c7e06dc696af33d453702e8e850a0?imageView2/1/w/218/h/300,中国大陆 ,106,华谊兄弟电影有限公司,3229,5027
6,工作细胞：细胞大作战,8.2,动画／喜剧／动作／歌舞,花泽香菜／小野大辅／井上喜久子,2021-04-09,https://p0.pipi.cn/mmdb/d2dad5927a3be11789be12987ea9725d1c16b.jpg?imageView2/1/w/218/h/300,日本 ,111,日本安尼普株式会社,593,760
7,高跟鞋先生,8.2,喜剧／爱情,杜江／薛凯琪／陈学冬,2016-02-14,https://p0.pipi.cn/mmdb/d2dad5927e10fac7edcbaef0ae3920afe616f.webp?imageView2/1/w/218/h/300,中国大陆 ,94,乐视影业（北京）有限公司,2969,12970
8,暴裂无声,8.2,惊悚／悬疑／犯罪,宋洋／姜武／袁文康,2018-04-04,https://p0.pipi.cn/mmdb/d2dad5927e10faecd880776274d8eeafd2947.jpg?imageView2/1/w/218/h/300,中国大陆 ,120,北京合瑞影业文化有限公司,3587,5426
9,天·火,8.2,灾难／动作／冒险,王学圻／昆凌／窦骁,2019-12-12,https://p0.pipi.cn/mmdb/d2dad5925370fa1789c69646622be4b5d9c27.jpg?imageView2/1/w/218/h/300,中国大陆 ,97,青春未来影视（佛山）有限公司,14147,17010
10,游侠索罗：星球大战外传,8.2,动作／科幻,阿尔登·埃伦瑞奇／艾米莉亚·克拉克／唐纳德·格洛弗,2018-05-25,https://p0.pipi.cn/mmdb/d2dad5927e10fa0faf50157fec1757e3a0e1d.jpg?imageView2/1/w/218/h/300,美国 ,135,华特·迪士尼影片公司,6318,10631
11,暴风,8.2,剧情／动作／悬疑,陈伟霆／王千源／王龙正,2023-04-14 18:00,https://p0.pipi.cn/mmdb/fb73860202f5bf16bd50c8ad1fb8c34d00c50.jpg?imageView2/1/w/218/h/300,中国大陆 ,103,广东珠影影视制作有限公司,2058,4359
12,史努比：花生大电影,8.2,喜剧／动画／冒险,诺亚·施纳普／比尔·莫伦茨／弗朗西斯卡·卡帕尔迪,2015-11-06,https://p0.pipi.cn/mmdb/d2dad592b12f2a7e12d2360015dd111d5b040.jpg?imageView2/1/w/218/h/300,美国 ,92,美国二十世纪影业公司,1996,3661
13,完美受害人,8.2,悬疑／犯罪／剧情,李乃文／冯文娟／张峻宁,2021-06-25,https://p0.pipi.cn/mmdb/d2dad5927a30e10faf537c2ce313c93f9266e.jpg?imageView2/1/w/218/h/300,中国大陆 ,101,北京华诚传媒有限公司,570,1316
14,那一场呼啸而过的青春,8.2,剧情／爱情／青春,卜冠今／刘畅／李梦,2017-10-05,https://p0.pipi.cn/mmdb/d2dad59253751bd23ccf3e93690eefb9f9da3.webp?imageView2/1/w/218/h/300,中国大陆 ,110,乐视影业（北京）有限公司,733,882
15,送我上青云,8.2,剧情,姚晨／袁弘／李九霄,2019-08-16,https://p0.pipi.cn/mmdb/d2dad5925372ff9ab4ddd2bad230cce377e87.jpg?imageView2/1/w/218/h/300,中国大陆 ,99,天津突燃影业有限公司,839,2954
16,叱咤风云,8.2,爱情／剧情／动作,昆凌／曹佑宁／周杰伦,2021-01-15,https://p0.pipi.cn/mmdb/d2dad5925370fa51ba0fafd80d27b840a9911.jpg?imageView2/1/w/218/h/300,中国台湾 ,105,创映电影有限公司,357,503
17,喋血战士,8.2,剧情／动作／科幻,范·迪塞尔／艾莎·冈萨雷斯／萨姆·修汉,2020-07-24,https://p0.pipi.cn/mmdb/d2dad5920307e1d7c321f0e2f3fca0867561a.jpg?imageView2/1/w/218/h/300,美国 ,109,Valiant Entertainment,1958,4555
18,狗眼看人心,8.2,剧情／家庭,黄磊／闫妮／安吉,2019-04-20,https://p0.pipi.cn/mmdb/d2dad5925378075bf1cf3ea271a21c06ed519.jpg?imageView2/1/w/218/h/300,中国大陆 ,91,英皇（北京）影视文化传媒有限公司,1216,1861
19,昆虫总动员2-来自远方的后援军,8.2,动画,萨拉·科恩-阿德里亚／博·高缇耶·代·克莫尔／提艾利·弗雷蒙,2019-08-23,https://p0.pipi.cn/mmdb/d2dad5925370fa7df571f76fdb98150f9370d.jpg?imageView2/1/w/218/h/300,中国大陆 ,93,福图里康电影公司(摄制),1085,1647
20,地心营救,8.2,剧情／历史／传记,安东尼奥·班德拉斯／罗德里戈·桑托罗／朱丽叶·比诺什,2016-03-04,https://p0.pipi.cn/mmdb/d2dad5927e10fa0e1306d6fa0c37d51958eed.webp?imageView2/1/w/218/h/300,美国 ,127,美国凤凰影片,1394,2342
21,潜艇总动员：地心游记,8.2,动画／喜剧／冒险,姚珊／筱柒／王琪,2021-06-12,https://p0.pipi.cn/mmdb/d2dad5927a387a9ab4c6961fd1a844e09aa7c.png?imageView2/1/w/218/h/300,中国大陆 ,85,深圳市环球数码影视文化有限公司,275,2527
22,藏北秘岭-重返无人区,8.2,纪录片,蔡宇／饶子君／土旦巴桑,2018-08-31,https://p0.pipi.cn/mmdb/d2dad5925372ff8ea3338f1026c90ae4d4536.jpg?imageView2/1/w/218/h/300,中国大陆 ,86,中视影业（海南）投资有限公司,403,2058
23,我的战争,8.2,剧情／战争／历史,刘烨／王珞丹／黄志忠,2016-09-15,https://p0.pipi.cn/mmdb/d2dad5927e10fa338f02ff9cae92b9b58065a.jpg?imageView2/1/w/218/h/300,中国大陆 ,120,中国电影股份有限公司,2481,3645
24,惊天大逆转,8.2,动作／悬疑／犯罪,钟汉良／李政宰／郎月婷,2016-07-15,https://p0.pipi.cn/mmdb/d2dad592b12f2aecd8338f278e455e5d214cd.jpg?imageView2/1/w/218/h/300,中国大陆 ,110,中国电影股份有限公司,5212,7847
25,给19岁的我自己,8.2,爱情,林柏宏／石安妮／王芊,2018-05-29,https://p0.pipi.cn/mmdb/25bfd69233992311e5537cbb5495a94275326.jpg?imageView2/1/w/218/h/300,中国大陆 ,98,北京强视文化发展有限公司,374,439
26,检察方的罪人,8.2,悬疑／犯罪,木村拓哉／二宫和也／吉高由里子,2019-09-06,https://p0.pipi.cn/mmdb/d2dad59253751b281e57e2e64d200421f4e36.jpg?imageView2/1/w/218/h/300,日本 ,123,日本东宝株式会社,857,1338
27,狗十三,8.2,剧情,张雪迎／果靖霖／智一桐,2018-12-07,https://p0.pipi.cn/mmdb/25bfd692f2a7e18d33300b7608e43ca31a4bf.png?imageView2/1/w/218/h/300,中国大陆 ,120,北京标准映像文化传播有限公司,1615,5130
28,亡命救赎,8.2,动作／犯罪,梅尔·吉布森／艾琳·莫里亚蒂／迭戈·卢纳,2018-11-30,https://p0.pipi.cn/mmdb/d2dad5927e10fa0e13178974e37ec3eac37e2.jpg?imageView2/1/w/218/h/300,法国 ,88,Why Not Productions,1135,1422
29,超脑48小时,8.2,悬疑／动作／剧情,瑞安·雷诺兹／凯文·科斯特纳／盖尔·加朵,2016-05-13,https://p0.pipi.cn/mmdb/d2dad592b12f2a281ecbaec62ab01b14f56e8.jpg?imageView2/1/w/218/h/300,美国 ,113,美国狮门影片公司,5188,10335
1,与君相恋100次,8.2,剧情／爱情,Miwa／坂口健太郎／龙星凉,2017-07-06,https://p0.pipi.cn/mmdb/d2dad5927e15bf0faf5015054d7689ea92d4c.jpg?imageView2/1/w/218/h/300,日本 ,117,日本阿斯米克•艾斯株式会社,912,1347
2,又见奈良,8.2,剧情,吴彦姝／英泽／国村隼,2021-03-19,https://p0.pipi.cn/mmdb/25bfd671f2a2ff0faf17898403787f7efc1f5.jpg?imageView2/1/w/218/h/300,"中国大陆,日本 ",100,福建恒业影业有限公司,287,501
3,美好的意外,8.2,喜剧／奇幻,桂纶镁／王景春／欧阳娜娜,2017-06-02,https://p0.pipi.cn/mmdb/d2dad5927e10faecd8e7aada9f32428187d80.jpg?imageView2/1/w/218/h/300,中国大陆 ,105,华谊兄弟传媒股份有限公司,1084,1762
4,麦路人,8.2,剧情,郭富城／杨千嬅／万梓良,2020-09-17,https://p0.pipi.cn/mmdb/d2dad592537807d23c030c639cb0f378f2a25.jpg?imageView2/1/w/218/h/300,"中国大陆,中国香港 ",114,寰亚电影制作有限公司,1184,1803
5,一代宗师（终极版）,8.2,剧情／动作／传记,梁朝伟／章子怡／张震,2015-01-08,https://p0.pipi.cn/mmdb/d2dad592c7e7e111e550c89e21381a45c2efa.jpg?imageView2/1/w/218/h/300,中国大陆 ,111,泽东电影有限公司,3108,6302
6,过春天,8.2,剧情／冒险／青春,黄尧／孙阳／汤加文,2019-03-15,https://p0.pipi.cn/mmdb/d2dad5925370fa51ba51ba0b0bdc8e6612348.jpg?imageView2/1/w/218/h/300,中国大陆 ,99,万达影视传媒有限公司,593,1015
7,这就是命,8.2,喜剧／犯罪,王迅／曾志伟／梁超,2017-12-01,https://p0.pipi.cn/mmdb/d2dad592e7a71fcf3e11e5a795ad4dcd2f73e.jpg?imageView2/1/w/218/h/300,中国大陆 ,98,北京乐动花开影业有限公司,2912,5447
8,柳浪闻莺,8.2,爱情／剧情,汪飏／阚昕／郑云龙,2022-03-05 09:00,https://p0.pipi.cn/mmdb/25bfd69a9abddd300bcbae6933e850faeb07c.jpg?imageView2/1/w/218/h/300,中国大陆 ,106,浙江晟喜华视文化传媒有限公司,192,351
9,摘金奇缘,8.2,喜剧／爱情,吴恬敏／杨紫琼／亨利·戈尔丁,2018-11-30,https://p0.pipi.cn/mmdb/d2dad5920307e19ab4be127064973b1915882.jpg?imageView2/1/w/218/h/300,美国 ,120,美国华纳兄弟影片公司,798,1149
10,亡命救护车,8.2,动作／犯罪,艾莎·冈萨雷斯／杰克·吉伦哈尔／叶海亚·阿卜杜勒-迈丁,2022-04-22,https://p0.pipi.cn/mmdb/25bfd6027e1f2a07ac39dd14956d8f81fe61d.jpg?imageView2/1/w/218/h/300,美国 ,135,美国环球影片公司,828,1584
11,城市猎人,8.2,喜剧／动作／爱情,菲利普·拉肖／艾洛蒂·丰唐／塔雷克·布达里,2020-12-11,https://p0.pipi.cn/mmdb/d2dad5925375bf02ffcbaec14521cce206aaf.jpg?imageView2/1/w/218/h/300,法国 ,89,法国阿克塞尔电影制作公司,196,242
12,地心引力,8.2,科幻／惊悚／灾难,桑德拉·布洛克／乔治·克鲁尼／艾德·哈里斯,2013-11-19,https://p0.pipi.cn/mmdb/fb7386020fa51b9235ddd232afe6fd718a134.jpg?imageView2/1/w/218/h/300,"美国,英国,墨西哥 ",91,美国华纳兄弟影片公司,22266,43549
13,狂野非洲,8.2,纪录片,刘欢／卢璐／凯文·理查德森,2014-11-07,https://p0.pipi.cn/mmdb/d2dad592b12f2ab12d5bf16fcb2975272a55f.jpg?imageView2/1/w/218/h/300,"法国,比利时 ",85,比利时浪潮电影公司,560,844
14,让我怎么相信你,8.2,喜剧,梁天／杨荞安／文松,2018-09-14,https://p0.pipi.cn/mmdb/d2dad59253751b67cb02ff589d893cc20cd55.jpg?imageView2/1/w/218/h/300,中国大陆 ,90,电影频道节目中心,148,184
15,把哥哥退货可以吗,8.2,喜剧／爱情／家庭,桑尼·苏瓦美塔农／乌拉萨雅·斯帕邦德／尼查坤·抔勒威查固,2019-03-15,https://p0.pipi.cn/mmdb/d2dad5925370fa9ab4af33f9bc6e7b8e86ee4.jpg?imageView2/1/w/218/h/300,泰国 ,124,泰国GDH559电影公司,141,176
16,废柴老爸,8.2,剧情／喜剧／家庭,王迅／何雄飞／黄灿灿,2019-06-15,https://p0.pipi.cn/mmdb/d2dad592030807923550c84c614cd14536824.jpg?imageView2/1/w/218/h/300,中国大陆 ,90,果果传媒有限公司,325,521
17,圣诞奇妙公司,8.2,喜剧／家庭,阿兰·夏巴／奥黛丽·塔图／皮奥·马麦,2017-12-15,https://p0.pipi.cn/mmdb/d2dad59253751b21f021f0be64828ea695853.jpg?imageView2/1/w/218/h/300,法国 ,99,法国传奇影业,302,493
18,马小乐之玩具也疯狂,8.2,动画／奇幻／冒险,李佳怡／姜广涛／王宥霁,2016-04-30,https://p0.pipi.cn/mmdb/d2dad5927e10fab12d281e3a2bbef84dce435.jpg?imageView2/1/w/218/h/300,中国大陆 ,79,中国电影股份有限公司,264,741
19,我是谁的宝贝,8.2,剧情／犯罪／家庭,郑国霖／祁心蕊／十九号,2017-08-18,https://p0.pipi.cn/mmdb/d2dad5927e10fa537c807767a3528b18fc6c9.jpg?imageView2/1/w/218/h/300,中国大陆 ,100,浙江青舟影视文化有限公司,62,130
20,兔子镇的火狐狸,8.2,动画／冒险／奇幻,乔诗语／宣晓鸣／陈浩,2015-10-30,https://p0.pipi.cn/mmdb/d2dad592c7e7e111e5f2aa835034e0996a7d2.jpg?imageView2/1/w/218/h/300,中国大陆 ,83,昆山张浦好山水动画有限公司,47,137
21,记忆,8.2,文艺／剧情,蒂尔达·斯文顿／让娜·巴利巴尔／埃尔金·迪亚兹,2023-06-22,https://p0.pipi.cn/mmdb/fb738671c699235bf1ecd8a0d78726c5bb332.jpg?imageView2/1/w/218/h/300,"哥伦比亚,泰国 ",136,哥伦比亚燃烧电影公司,111,254
22,未知嫌疑人,8.2,惊悚／悬疑,玛丽亚·加维拉／罗伯托·埃斯科巴／杰拉丁·泽维奇,2020-09-10,https://p0.pipi.cn/mmdb/d2dad5927a30e1cf3e3ba31e4b9292b7b8ab6.jpg?imageView2/1/w/218/h/300,哥伦比亚 ,102,十品（北京）影业有限公司(协助推广),110,141
23,刺杀盖世太保,8.2,剧情／战争／历史,杰森·克拉克／裴淳华／杰克·奥康奈尔,2017-11-24,https://p0.pipi.cn/mmdb/d2dad5927e10fa338f87a9a8f4f3113f71ce0.jpg?imageView2/1/w/218/h/300,法国 ,99,Adama Pictures,281,393
24,老爷保号,8.2,剧情／喜剧／爱情,蔡乐／洪一可／许淳玮,2021-01-15,https://p0.pipi.cn/mmdb/d2dad5927a39abd23c300ba2f639f72cac8f7.jpg?imageView2/1/w/218/h/300,中国大陆 ,103,广州市比格影业有限公司,136,300
25,巴黎危机,8.2,剧情／动作／犯罪,伊德瑞斯·艾尔巴／理查德·麦登／夏洛特·勒·邦,2016-09-20,https://p0.pipi.cn/mmdb/d2dad5927e10fa71f780775f9ead42fa8d889.jpg?imageView2/1/w/218/h/300,"法国,英国 ",92,法国映欧嘉纳影业,1185,1446
26,推拿,8.2,剧情／爱情,郭晓东／秦昊／张磊,2014-11-28,https://p0.pipi.cn/mmdb/d2dad592b125bf3139f0eedc96793ed218267.jpg?imageView2/1/w/218/h/300,"中国大陆,法国 ",114,海南广播电视总台,190,1272
27,疯狂特警队,8.2,喜剧／动作,达尼·布恩／爱丽丝·波尔／安·玛丽文,2017-12-08,https://p0.pipi.cn/mmdb/d2dad592030c7ef0ee50c823cb566829a87ee.jpg?imageView2/1/w/218/h/300,法国 ,105,法国百代电影公司,298,498
28,金箍棒传奇2：沙僧的逆袭,8.2,喜剧／动画／冒险,于立／吴天昊／榕榕,2015-05-29,https://p0.pipi.cn/mmdb/d2dad592b12f2aecd8d7c38c99dcc1e1a9769.webp?imageView2/1/w/218/h/300,中国大陆 ,91,珠江影业传媒股份有限公司,264,549
29,安妮：纽约奇缘,8.2,喜剧／家庭／音乐,奎文赞妮·瓦利斯／杰米·福克斯／卡梅隆·迪亚兹,2015-01-09,https://p0.pipi.cn/mmdb/d2dad592b12f2ab12dc6963b9849a1624c9df.webp?imageView2/1/w/218/h/300,美国 ,119,Olive Bridge Entertainment,223,321
30,逃出生天,8.2,剧情,刘青云／古天乐／陈思诚,2013-09-30,https://p0.pipi.cn/mmdb/d2dad592b125bfc9fd11e50b4e6e9a7aa6187.webp?imageView2/1/w/218/h/300,"中国香港,中国大陆 ",107,博纳影业集团股份有限公司,9104,13266
1,击战,8.2,剧情／运动／动作,王景春／鲍春来／王森,2016-09-16,https://p0.pipi.cn/mmdb/d2dad5927e10fa537c3ba34216610614d33ae.jpg?imageView2/1/w/218/h/300,中国大陆 ,98,北京灏鑫上元影视文化传媒有限公司,62,86
2,西藏天空,8.2,剧情／历史,拉旺罗布／阿旺仁青／索朗卓嘎,2015-11-24,https://p0.pipi.cn/mmdb/d2dad592b125bf925757e2a1ea21703e6a88a.jpg?imageView2/1/w/218/h/300,中国大陆 ,118,上海电影（集团）有限公司,24,1644
3,猿创世界之熊孩子部落,8.2,动画／冒险／喜剧,吕佩玉／骆妍倩／王愫稣,2016-01-23,https://p0.pipi.cn/mmdb/d2dad5927e10fa8ea3d7c324ad964c8b5c1c6.jpg?imageView2/1/w/218/h/300,中国大陆 ,80,福建神画时代数码动画有限公司,47,87
4,81号农场之疯狂的麦咭,8.2,动画,沈达威／冯骏骅／杨梦露,2014-10-01,https://p0.pipi.cn/mmdb/d2dad592b12f2ac7edecd80b83ae7f647761a.jpg?imageView2/1/w/218/h/300,中国大陆 ,80,上海河马动画设计股份有限公司,1367,1848
5,以爱为名,8.2,剧情／爱情,黄恺杰／王奕瑾／范逸臣,2017-05-12,https://p0.pipi.cn/mmdb/d2dad59253751b39dd8077dcbb6e116f459da.jpg?imageView2/1/w/218/h/300,中国大陆 ,88,西安电影制片厂有限公司,109,872
6,我在时间尽头等你,8.1,爱情／奇幻／喜剧,李鸿其／李一桐／范伟,2020-08-25,https://p0.pipi.cn/mmdb/d2dad59206db127e12e7aafb9a8e6b545b5b8.jpg?imageView2/1/w/218/h/300,中国大陆 ,115,阿里巴巴影业集团有限公司,42077,50544
7,狄仁杰之四大天王,8.1,动作／悬疑／奇幻／武侠／古装,赵又廷／冯绍峰／林更新,2018-07-27,https://p0.pipi.cn/mmdb/d2dad5927e10fa9235d236fe4a4d8178ad9d9.jpg?imageView2/1/w/218/h/300,中国大陆 ,132,华谊兄弟电影有限公司,29670,60636
8,环太平洋：雷霆再起,8.1,动作／冒险／科幻,约翰·博耶加／斯科特·伊斯特伍德／景甜,2018-03-23,https://p0.pipi.cn/mmdb/d2dad592b125bf21f09257b02eae8ca720bc0.jpg?imageView2/1/w/218/h/300,美国 ,111,美国传奇影片公司,41158,63323
9,暗恋·橘生淮南,8.1,爱情／青春,张雪迎／辛云来／伍嘉成,2022-06-02 18:00,https://p0.pipi.cn/mmdb/25bfd692d7c5bf11e5d7c37fb370199d3b025.jpg?imageView2/1/w/218/h/300,中国大陆 ,102,中国电影股份有限公司,5638,13543
10,黑豹2,8.1,动作／冒险,利蒂希娅·赖特／露皮塔·尼永奥／达娜·贾克赛·古瑞拉,2023-02-07,https://p0.pipi.cn/mmdb/fb73868dc7e7e1d7c3030c9bff9dd6f6dbe9d.jpg?imageView2/1/w/218/h/300,美国 ,161,美国漫威影业公司,8140,10622
11,影,8.1,剧情／动作／古装,邓超／孙俪／郑恺,2018-09-30,https://p0.pipi.cn/mmdb/d2dad59253751b395becd87bd3d38fd11265c.jpg?imageView2/1/w/218/h/300,中国大陆 ,116,乐视影业（北京）有限公司,6623,62899
12,黄雀在后！,8.1,犯罪／悬疑／剧情,冯绍峰／陶虹／黄觉,2024-04-03 18:00,https://p0.pipi.cn/mmdb/54ecde0202f06d923571f7618b51bcefbbc69.jpg?imageView2/1/w/218/h/300,中国大陆 ,99,北京众合千澄影视文化传媒有限公司,5525,10139
13,敦刻尔克,8.1,剧情／战争／历史,菲恩·怀特海德／汤姆·格林-卡尼／迈克尔·凯恩,2017-09-01,https://p0.pipi.cn/mmdb/d2dad5927e10faf2aa7a353f6bc475127dd56.jpg?imageView2/1/w/218/h/300,英国 ,107,美国华纳兄弟影片公司,19826,33993
14,我们的样子像极了爱情,8.1,剧情／爱情,李孝谦／漆昱辰／林俊毅,2022-08-04 13:00,https://p0.pipi.cn/mmdb/25bfd63302f923b8603ba35b912b87ea859f6.jpg?imageView2/1/w/218/h/300,中国大陆 ,122,北京光线影业有限公司,1394,1616
15,不能错过的只有你,8.1,爱情／剧情,杨烁／李萌萌／刘流,2024-05-20 09:00,https://p0.pipi.cn/mmdb/54ecde02338c7e230f7df526082366e5c5b5a.jpg?imageView2/1/w/218/h/300,中国大陆 ,111,成都辰大信心文化传播有限公司,128,2287
16,追龙Ⅱ,8.1,犯罪／剧情／动作,梁家辉／古天乐／林家栋,2019-06-06,https://p0.pipi.cn/mmdb/d2dad5925372ff338f395b76462077b708502.jpg?imageView2/1/w/218/h/300,中国大陆 ,103,银都机构有限公司,19779,30924
17,侠盗联盟,8.1,动作／冒险／犯罪,刘德华／舒淇／张静初,2017-08-11,https://p0.pipi.cn/mmdb/d2dad592030807d7c3d7c3a3312f51bf05146.jpg?imageView2/1/w/218/h/300,中国大陆 ,108,普天同乐电影有限公司,14962,23745
18,小偷家族,8.1,剧情／犯罪,中川雅也／安藤樱／松冈茉优,2018-08-03,https://p0.pipi.cn/mmdb/d2dad5925372ffd7c387a9d01bddad81625c3.jpg?imageView2/1/w/218/h/300,日本 ,121,Aoi Promotion,4840,9675
19,双子杀手,8.1,剧情／动作,威尔·史密斯／玛丽·伊丽莎白·温斯特德／克里夫·欧文,2019-10-18,https://p0.pipi.cn/mmdb/d2dad59206d7e171f7b535c64bffc8accb520.jpg?imageView2/1/w/218/h/300,美国 ,117,美国天空之舞制片公司,14937,23579
20,两只老虎,8.1,剧情／喜剧,葛优／乔杉／闫妮,2019-11-29,https://p0.pipi.cn/mmdb/fb73869a2c9807be2a8ea3085e5c262fa1298.jpg?imageView2/1/w/218/h/300,中国大陆 ,96,北京光线影业有限公司,13849,22446
21,大红包,8.1,喜剧,包贝尔／克拉拉／张一鸣,2021-01-22 18:00,https://p0.pipi.cn/mmdb/d2dad592537c6967cb11e5435c98e75547b09.jpg?imageView2/1/w/218/h/300,中国大陆 ,122,上弦月影业（佛山）有限公司,5182,23534
22,小飞侠：幻梦启航,8.1,喜剧／冒险／奇幻,休·杰克曼／加内特·赫德兰／鲁妮·玛拉,2015-10-22,https://p0.pipi.cn/mmdb/d2dad592b12f2a7e12395b19a5eebeb3fe68d.jpg?imageView2/1/w/218/h/300,美国 ,111,美国贝兰迪影片公司,2196,2843
23,济公之降龙降世,8.1,剧情／动画／冒险,朱婧／白文显／杨帆,2021-07-16,https://p0.pipi.cn/mmdb/d2dad5927a35bf7e128077edaeeabe8ab9759.jpg?imageView2/1/w/218/h/300,中国大陆 ,92,浙江天台和合影视文化传媒有限公司,2503,4065
24,比悲伤更悲伤的故事,8.1,剧情／爱情,陈意涵／刘以豪／张书豪,2019-03-14,https://p0.pipi.cn/mmdb/d2dad5925372ff71f79257010b4f7548694af.jpg?imageView2/1/w/218/h/300,中国台湾 ,105,满满额娱乐股份有限公司,33361,95843
25,遇见你真好,8.1,剧情／喜剧／爱情,白客／蓝盈莹／张海宇,2018-03-29,https://p0.pipi.cn/mmdb/d2dad59253751b57e28d33409e9567b612277.jpg?imageView2/1/w/218/h/300,中国大陆 ,99,霍尔果斯首映时代影视文化有限公司,3370,5101
26,但丁密码,8.1,剧情／惊悚／悬疑,汤姆·汉克斯／菲丽希缇·琼斯／奥马·希,2016-10-28,https://p0.pipi.cn/mmdb/d2dad592b12f2aecd8338f65c2848c399b0ca.jpg?imageView2/1/w/218/h/300,美国 ,121,美国乐星资本公司,8532,13404
27,深夜食堂,8.1,剧情,梁家辉／刘涛／杨祐宁,2019-08-30,https://p0.pipi.cn/mmdb/d2dad592030807d7c371f7d5394d82927273b.jpg?imageView2/1/w/218/h/300,中国大陆 ,103,福星全亚文化传媒（上海）有限公司,1897,2419
1,北方一片苍茫,8.2,剧情,田天／温新宇／李桂苓,2018-07-20,https://p0.pipi.cn/mmdb/d2dad59253751b50c8cf3e23649396e2f5f5c.jpg?imageView2/1/w/218/h/300,中国大陆 ,113,淄博琉璃星空影视文化传媒有限公司(摄制),32,73
1,匹诺曹,8.1,奇幻／冒险／儿童,罗伯托·贝尼尼／费德里科·伊帕迪／马西莫·切可里尼,2021-06-01,https://p0.pipi.cn/mmdb/d2dad592030b12b860338f5092ff2223f529a.jpg?imageView2/1/w/218/h/300,意大利 ,125,意大利阿基米德影视制作公司,1624,1678
2,猛虫过江,8.1,喜剧／动作,小沈阳／潘斌龙／宋芸桦,2018-06-15,https://p0.pipi.cn/mmdb/d2dad592030c7ef0ee339e4f8677507ae3986.jpg?imageView2/1/w/218/h/300,中国大陆 ,99,星皓影业有限公司,6631,20365
